# TITLE: co2 - continuous time series from low and mid cost sensors
# FILE NAME: example_site.csv
# DATA FORMAT: see the last line of this header for column description
# TOTAL LINES: 618
# HEADER LINES: 39
# PROJECT: ICOS CITIES
# DATA VERSION: L1
# STATION CODE: SMAI
# STATION NAME: Mittelschule Maisach (SMAI)
# OBSERVATION CATEGORY: Air sampling observation at a stationary platform
# COUNTRY/TERRITORY: DE
# RESPONSIBLE INSTITUTE: TUM, Technial University Munich
# CONTRIBUTOR:  Patrick Aigner, Klaus Kürzinger, Jia Chen
# CONTACT POINT: Patrick Aigner <patrick.aigner@tum.de>, Jia Chen <jia.chen@tum.de>
# FUNDING: European Union's Horizon 2020 Research and Innovation Programme, Grant Agreement No. 101037319
# LATITUDE: 12.345678
# LONGITUDE: 12.345679
# ALTITUDE: 523.1 m asl
# SAMPLING HEIGHTS: 24.2 m agl
# PARAMETER: co2
# COVERING PERIOD: 2024-07-09 09:30:00 - 2024-08-02 11:30:00
# TIME INTERVAL: hourly
# MEASUREMENT UNIT: µmol/mol
# MEASUREMENT METHOD: NDIR
# INSTRUMENT: Vaisala GMP343
# SAMPLING TYPE: continuous
# TIME ZONE: Central European Time (UTC+1), Central European Summer Time (UTC+2)
# MEASUREMENT SCALE: WMO-CO2-X2019
# DATA POLICY: ICOS CITIES DATA is licensed under a Creative Commons Attribution 4.0 international licence (http://creativecommons.org/licenses/by/4.0/.The ICOS CITIES data licence is described at https://data.icos-cities.eu/licence.
# COMMENT:
#
#   - Times are UTC+0
#   - Time-averaged values are reported at the middle of the averaging interval.
#   - Flag 'O' = data correct after manual quality control
#   - Flag 'K' = data incorrect after manual quality control
#   - In case of gaps between instruments, the timeseries are filled with empty string
#   - Release notes: 
#
#Datetime;Year;Month;Day;Hour;Minute;Second;DecimalDate;co2;NbPoints;Stdev;Flag;OriginalFlag
2024-07-11 02:30:00;2024;7;11;2;30;0;2024.526313;483.1309;60;5.4577227;O;0
2024-07-11 03:30:00;2024;7;11;3;30;0;2024.526427;463.92694;25;5.2234383;K;389
2024-07-11 04:30:00;2024;7;11;4;30;0;2024.526541;471.51126;60;4.6711717;O;0
2024-07-11 05:30:00;2024;7;11;5;30;0;2024.526655;476.53082;60;4.187594;O;0
2024-07-11 06:30:00;2024;7;11;6;30;0;2024.526769;466.97327;60;2.938681;O;0
2024-07-11 07:30:00;2024;7;11;7;30;0;2024.526884;454.22678;60;4.315223;O;0
2024-07-11 08:30:00;2024;7;11;8;30;0;2024.526998;458.79858;55;7.039693;O;0
2024-07-11 09:30:00;2024;7;11;9;30;0;2024.527112;445.12997;58;6.363105;O;0
2024-07-11 10:30:00;2024;7;11;10;30;0;2024.527226;441.50803;53;3.9696417;O;0
2024-07-11 11:30:00;2024;7;11;11;30;0;2024.52734;440.16;55;6.188892;O;0
2024-07-11 12:30:00;2024;7;11;12;30;0;2024.527454;432.91412;59;4.2588167;O;0
2024-07-11 13:30:00;2024;7;11;13;30;0;2024.527568;430.81964;53;3.976032;O;0
2024-07-11 14:30:00;2024;7;11;14;30;0;2024.527683;426.3516;60;3.3351545;O;0
2024-07-11 15:30:00;2024;7;11;15;30;0;2024.527797;424.68954;48;3.4044402;O;0
2024-07-11 16:30:00;2024;7;11;16;30;0;2024.527911;421.2504;58;1.5534272;O;0
2024-07-11 17:30:00;2024;7;11;17;30;0;2024.528025;421.4811;55;1.5713321;O;0
2024-07-11 18:30:00;2024;7;11;18;30;0;2024.528139;427.61728;60;3.0232234;O;0
2024-07-11 19:30:00;2024;7;11;19;30;0;2024.528253;442.51917;60;7.3190117;O;0
2024-07-11 20:30:00;2024;7;11;20;30;0;2024.528368;456.91803;60;6.5173464;O;0
2024-07-11 21:30:00;2024;7;11;21;30;0;2024.528482;462.23236;60;5.9627814;O;0
2024-07-11 22:30:00;2024;7;11;22;30;0;2024.528596;470.7376;60;3.0789063;O;0
2024-07-11 23:30:00;2024;7;11;23;30;0;2024.52871;465.2062;60;3.9183578;O;0
2024-07-12 00:30:00;2024;7;12;0;30;0;2024.528824;465.92953;60;2.2840092;O;0
2024-07-12 01:30:00;2024;7;12;1;30;0;2024.528938;473.50278;60;2.3113816;O;0
2024-07-12 02:30:00;2024;7;12;2;30;0;2024.529053;479.319;60;6.362527;O;0
2024-07-12 03:30:00;2024;7;12;3;30;0;2024.529167;485.20026;60;2.6374853;O;0
2024-07-12 04:30:00;2024;7;12;4;30;0;2024.529281;497.24747;60;6.1927376;O;0
2024-07-12 05:30:00;2024;7;12;5;30;0;2024.529395;489.86334;60;6.5721617;O;0
2024-07-12 06:30:00;2024;7;12;6;30;0;2024.529509;467.97894;60;9.795707;O;0
2024-07-12 07:30:00;2024;7;12;7;30;0;2024.529623;450.86673;60;4.7502885;O;0
2024-07-12 08:30:00;2024;7;12;8;30;0;2024.529737;452.03506;60;1.2659905;O;0
2024-07-12 09:30:00;2024;7;12;9;30;0;2024.529852;450.05792;60;1.8192849;O;0
2024-07-12 10:30:00;2024;7;12;10;30;0;2024.529966;443.3253;60;5.8964496;O;0
2024-07-12 11:30:00;2024;7;12;11;30;0;2024.53008;428.6972;60;2.538135;O;0
2024-07-12 12:30:00;2024;7;12;12;30;0;2024.530194;421.8608;60;2.4393246;O;0
2024-07-12 13:30:00;2024;7;12;13;30;0;2024.530308;419.0639;60;1.1575767;O;0
2024-07-12 14:30:00;2024;7;12;14;30;0;2024.530422;419.59628;60;0.98834145;O;0
2024-07-12 15:30:00;2024;7;12;15;30;0;2024.530537;419.8701;60;0.875111;O;0
2024-07-12 16:30:00;2024;7;12;16;30;0;2024.530651;419.45596;60;1.1207801;O;0
2024-07-12 17:30:00;2024;7;12;17;30;0;2024.530765;420.5744;60;2.0659368;O;0
2024-07-12 18:30:00;2024;7;12;18;30;0;2024.530879;431.07886;59;4.7406745;O;0
2024-07-12 19:30:00;2024;7;12;19;30;0;2024.530993;429.62888;60;2.5969675;O;0
2024-07-12 20:30:00;2024;7;12;20;30;0;2024.531107;429.76678;60;1.9425181;O;0
2024-07-12 21:30:00;2024;7;12;21;30;0;2024.531221;431.30026;60;0.91633683;O;0
2024-07-12 22:30:00;2024;7;12;22;30;0;2024.531336;433.47345;60;1.2033371;O;0
2024-07-12 23:30:00;2024;7;12;23;30;0;2024.53145;434.6382;60;1.6571478;O;0
2024-07-13 00:30:00;2024;7;13;0;30;0;2024.531564;438.06982;59;1.1887858;O;0
2024-07-13 01:30:00;2024;7;13;1;30;0;2024.531678;443.044;60;2.4242754;O;0
2024-07-13 02:30:00;2024;7;13;2;30;0;2024.531792;449.28174;60;2.8515692;O;0
2024-07-13 03:30:00;2024;7;13;3;30;0;2024.531906;441.16196;25;2.2946558;K;389
2024-07-13 04:30:00;2024;7;13;4;30;0;2024.532021;440.21426;60;1.7608244;O;0
2024-07-13 05:30:00;2024;7;13;5;30;0;2024.532135;435.83783;60;3.1934104;O;0
2024-07-13 06:30:00;2024;7;13;6;30;0;2024.532249;429.4542;60;1.5119922;O;0
2024-07-13 07:30:00;2024;7;13;7;30;0;2024.532363;427.0516;59;1.7257333;O;0
2024-07-13 08:30:00;2024;7;13;8;30;0;2024.532477;425.90833;59;3.2456324;O;0
2024-07-13 09:30:00;2024;7;13;9;30;0;2024.532591;424.35568;59;2.809922;O;0
2024-07-13 10:30:00;2024;7;13;10;30;0;2024.532705;424.61377;60;4.235697;O;0
2024-07-13 11:30:00;2024;7;13;11;30;0;2024.53282;424.13324;59;5.495024;O;0
2024-07-13 12:30:00;2024;7;13;12;30;0;2024.532934;423.43796;60;6.0323415;O;0
2024-07-13 13:30:00;2024;7;13;13;30;0;2024.533048;428.87775;60;5.250507;O;0
2024-07-13 14:30:00;2024;7;13;14;30;0;2024.533162;428.30618;55;6.0984426;O;0
2024-07-13 15:30:00;2024;7;13;15;30;0;2024.533276;422.35916;54;3.1642458;O;0
2024-07-13 16:30:00;2024;7;13;16;30;0;2024.53339;423.9835;60;2.9248898;O;0
2024-07-13 17:30:00;2024;7;13;17;30;0;2024.533505;431.08243;60;2.127493;O;0
2024-07-13 18:30:00;2024;7;13;18;30;0;2024.533619;430.95163;59;1.6393063;O;0
2024-07-13 19:30:00;2024;7;13;19;30;0;2024.533733;436.31534;60;2.7629244;O;0
2024-07-13 20:30:00;2024;7;13;20;30;0;2024.533847;438.65045;60;3.8791301;O;0
2024-07-13 21:30:00;2024;7;13;21;30;0;2024.533961;442.96323;60;5.3690124;O;0
2024-07-13 22:30:00;2024;7;13;22;30;0;2024.534075;455.2486;60;2.3831975;O;0
2024-07-13 23:30:00;2024;7;13;23;30;0;2024.534189;448.84015;60;3.8399174;O;0
2024-07-14 00:30:00;2024;7;14;0;30;0;2024.534304;449.845;59;5.226786;O;0
2024-07-14 01:30:00;2024;7;14;1;30;0;2024.534418;456.09406;60;5.648388;O;0
2024-07-14 02:30:00;2024;7;14;2;30;0;2024.534532;465.00723;60;5.471889;O;0
2024-07-14 03:30:00;2024;7;14;3;30;0;2024.534646;461.26108;60;8.7855;O;0
2024-07-14 04:30:00;2024;7;14;4;30;0;2024.53476;467.4487;60;7.007995;O;0
2024-07-14 05:30:00;2024;7;14;5;30;0;2024.534874;479.56122;58;11.153513;O;0
2024-07-14 06:30:00;2024;7;14;6;30;0;2024.534989;453.61737;60;10.712877;O;0
2024-07-14 07:30:00;2024;7;14;7;30;0;2024.535103;433.92365;60;6.2719717;O;0
2024-07-14 08:30:00;2024;7;14;8;30;0;2024.535217;426.9772;60;1.5640428;O;0
2024-07-14 09:30:00;2024;7;14;9;30;0;2024.535331;424.32944;60;1.4364898;O;0
2024-07-14 10:30:00;2024;7;14;10;30;0;2024.535445;422.00052;58;1.161146;O;0
2024-07-14 11:30:00;2024;7;14;11;30;0;2024.535559;420.68225;59;1.1644944;O;0
2024-07-14 12:30:00;2024;7;14;12;30;0;2024.535674;419.33276;55;2.1050336;O;0
2024-07-14 13:30:00;2024;7;14;13;30;0;2024.535788;417.88498;52;1.5436199;O;0
2024-07-14 14:30:00;2024;7;14;14;30;0;2024.535902;416.09634;60;1.4136044;O;0
2024-07-14 15:30:00;2024;7;14;15;30;0;2024.536016;413.58185;60;0.8696666;O;0
2024-07-14 16:30:00;2024;7;14;16;30;0;2024.53613;413.5507;60;0.9958314;O;0
2024-07-14 17:30:00;2024;7;14;17;30;0;2024.536244;414.2281;60;1.561376;O;0
2024-07-14 18:30:00;2024;7;14;18;30;0;2024.536358;420.97314;60;2.2837799;O;0
2024-07-14 19:30:00;2024;7;14;19;30;0;2024.536473;424.09036;60;1.6762831;O;0
2024-07-14 20:30:00;2024;7;14;20;30;0;2024.536587;440.35648;60;10.153694;O;0
2024-07-14 21:30:00;2024;7;14;21;30;0;2024.536701;455.8873;60;4.2118354;O;0
2024-07-14 22:30:00;2024;7;14;22;30;0;2024.536815;464.70615;60;4.3944807;O;0
2024-07-14 23:30:00;2024;7;14;23;30;0;2024.536929;462.86203;60;4.1566434;O;0
2024-07-15 00:30:00;2024;7;15;0;30;0;2024.537043;479.3669;60;4.980627;O;0
2024-07-15 01:30:00;2024;7;15;1;30;0;2024.537158;477.5985;60;3.4143975;O;0
2024-07-15 02:30:00;2024;7;15;2;30;0;2024.537272;478.7702;60;4.3102274;O;0
2024-07-15 03:30:00;2024;7;15;3;30;0;2024.537386;493.5682;25;4.4423723;K;389
2024-07-15 04:30:00;2024;7;15;4;30;0;2024.5375;505.65613;60;4.7441044;O;0
2024-07-15 05:30:00;2024;7;15;5;30;0;2024.537614;496.20132;60;9.676127;O;0
2024-07-15 06:30:00;2024;7;15;6;30;0;2024.537728;471.127;60;6.9601474;O;0
2024-07-15 07:30:00;2024;7;15;7;30;0;2024.537842;454.70673;60;3.3355634;O;0
2024-07-15 08:30:00;2024;7;15;8;30;0;2024.537957;438.27878;60;4.913811;O;0
2024-07-15 09:30:00;2024;7;15;9;30;0;2024.538071;426.50842;60;3.274982;O;0
2024-07-15 10:30:00;2024;7;15;10;30;0;2024.538185;417.83694;60;1.9158033;O;0
2024-07-15 11:30:00;2024;7;15;11;30;0;2024.538299;415.62195;60;0.8199769;O;0
2024-07-15 12:30:00;2024;7;15;12;30;0;2024.538413;414.32806;58;0.9046772;O;0
2024-07-15 13:30:00;2024;7;15;13;30;0;2024.538527;414.34534;60;0.883682;O;0
2024-07-15 14:30:00;2024;7;15;14;30;0;2024.538642;413.12262;60;0.95618176;O;0
2024-07-15 15:30:00;2024;7;15;15;30;0;2024.538756;415.08008;60;1.0119498;O;0
2024-07-15 16:30:00;2024;7;15;16;30;0;2024.53887;415.39972;60;1.2547028;O;0
2024-07-15 17:30:00;2024;7;15;17;30;0;2024.538984;418.0919;60;0.8360443;O;0
2024-07-15 18:30:00;2024;7;15;18;30;0;2024.539098;422.0079;60;2.2177198;O;0
2024-07-15 19:30:00;2024;7;15;19;30;0;2024.539212;428.46228;60;1.6980089;O;0
2024-07-15 20:30:00;2024;7;15;20;30;0;2024.539326;435.70642;60;3.9478188;O;0
2024-07-15 21:30:00;2024;7;15;21;30;0;2024.539441;444.97806;60;4.6564975;O;0
2024-07-15 22:30:00;2024;7;15;22;30;0;2024.539555;433.11105;59;12.051247;O;0
2024-07-15 23:30:00;2024;7;15;23;30;0;2024.539669;422.91455;60;1.200155;O;0
2024-07-16 00:30:00;2024;7;16;0;30;0;2024.539783;424.81705;59;1.3119402;O;0
2024-07-16 01:30:00;2024;7;16;1;30;0;2024.539897;428.3363;60;2.4112954;O;0
2024-07-16 02:30:00;2024;7;16;2;30;0;2024.540011;436.69083;60;3.0095441;O;0
2024-07-16 03:30:00;2024;7;16;3;30;0;2024.540126;443.76398;60;2.1350956;O;0
2024-07-16 04:30:00;2024;7;16;4;30;0;2024.54024;444.38657;59;1.7395356;O;0
2024-07-16 05:30:00;2024;7;16;5;30;0;2024.540354;446.6103;60;1.8512954;O;0
2024-07-16 06:30:00;2024;7;16;6;30;0;2024.540468;443.41943;60;2.2788982;O;0
2024-07-16 07:30:00;2024;7;16;7;30;0;2024.540582;436.18933;60;3.1459792;O;0
2024-07-16 08:30:00;2024;7;16;8;30;0;2024.540696;431.43457;60;1.5525613;O;0
2024-07-16 09:30:00;2024;7;16;9;30;0;2024.540811;425.95737;60;2.2423337;O;0
2024-07-16 10:30:00;2024;7;16;10;30;0;2024.540925;420.8939;60;1.4503132;O;0
2024-07-16 11:30:00;2024;7;16;11;30;0;2024.541039;418.92374;56;2.2478452;O;0
2024-07-16 12:30:00;2024;7;16;12;30;0;2024.541153;418.04364;56;1.4599822;O;0
2024-07-16 13:30:00;2024;7;16;13;30;0;2024.541267;417.10828;59;1.5698333;O;0
2024-07-16 14:30:00;2024;7;16;14;30;0;2024.541381;415.38742;50;1.6394386;O;0
2024-07-16 15:30:00;2024;7;16;15;30;0;2024.541495;414.9761;60;0.9729166;O;0
2024-07-16 16:30:00;2024;7;16;16;30;0;2024.54161;415.15665;60;1.1862774;O;0
2024-07-16 17:30:00;2024;7;16;17;30;0;2024.541724;422.02866;60;7.895328;O;0
2024-07-16 18:30:00;2024;7;16;18;30;0;2024.541838;426.53104;53;2.1509562;O;0
2024-07-16 19:30:00;2024;7;16;19;30;0;2024.541952;430.3343;52;2.7673874;O;0
2024-07-16 20:30:00;2024;7;16;20;30;0;2024.542066;431.6023;59;3.68647;O;0
2024-07-16 21:30:00;2024;7;16;21;30;0;2024.54218;435.52884;60;4.7598767;O;0
2024-07-16 22:30:00;2024;7;16;22;30;0;2024.542295;437.2005;60;5.8400817;O;0
2024-07-16 23:30:00;2024;7;16;23;30;0;2024.542409;436.44077;60;2.4292994;O;0
2024-07-17 00:30:00;2024;7;17;0;30;0;2024.542523;440.2356;55;4.052135;O;0
2024-07-17 01:30:00;2024;7;17;1;30;0;2024.542637;447.3025;55;8.96283;O;0
2024-07-17 02:30:00;2024;7;17;2;30;0;2024.542751;451.17087;58;5.8647504;O;0
2024-07-17 03:30:00;2024;7;17;3;30;0;2024.542865;440.272;25;4.5512295;K;389
2024-07-17 04:30:00;2024;7;17;4;30;0;2024.542979;442.03546;60;5.6445026;O;0
2024-07-17 05:30:00;2024;7;17;5;30;0;2024.543094;453.121;59;5.642227;O;0
2024-07-17 06:30:00;2024;7;17;6;30;0;2024.543208;456.98984;58;12.760807;O;0
2024-07-17 07:30:00;2024;7;17;7;30;0;2024.543322;439.7106;59;4.909814;O;0
2024-07-17 08:30:00;2024;7;17;8;30;0;2024.543436;439.91412;53;10.312846;O;0
2024-07-17 09:30:00;2024;7;17;9;30;0;2024.54355;433.63727;56;7.698403;O;0
2024-07-17 10:30:00;2024;7;17;10;30;0;2024.543664;437.18387;51;8.682625;O;0
2024-07-17 11:30:00;2024;7;17;11;30;0;2024.543779;428.4005;57;8.664696;O;0
2024-07-17 12:30:00;2024;7;17;12;30;0;2024.543893;421.9446;54;2.1463175;O;0
2024-07-17 13:30:00;2024;7;17;13;30;0;2024.544007;420.181;55;2.053137;O;0
2024-07-17 14:30:00;2024;7;17;14;30;0;2024.544121;423.0502;51;8.438702;O;0
2024-07-17 15:30:00;2024;7;17;15;30;0;2024.544235;424.69974;58;8.275608;O;0
2024-07-17 16:30:00;2024;7;17;16;30;0;2024.544349;419.41925;49;8.46788;O;0
2024-07-17 17:30:00;2024;7;17;17;30;0;2024.544463;413.99533;56;1.0925192;O;0
2024-07-17 18:30:00;2024;7;17;18;30;0;2024.544578;417.1845;60;2.042024;O;0
2024-07-17 19:30:00;2024;7;17;19;30;0;2024.544692;423.18863;60;1.9804248;O;0
2024-07-17 20:30:00;2024;7;17;20;30;0;2024.544806;432.40057;60;3.6062057;O;0
2024-07-17 21:30:00;2024;7;17;21;30;0;2024.54492;440.70847;60;3.286436;O;0
2024-07-17 22:30:00;2024;7;17;22;30;0;2024.545034;452.75662;59;4.282654;O;0
2024-07-17 23:30:00;2024;7;17;23;30;0;2024.545148;459.58362;59;3.2667184;O;0
2024-07-18 00:30:00;2024;7;18;0;30;0;2024.545263;455.7827;59;3.2117505;O;0
2024-07-18 01:30:00;2024;7;18;1;30;0;2024.545377;462.45895;60;5.7549124;O;0
2024-07-18 02:30:00;2024;7;18;2;30;0;2024.545491;483.37863;57;12.183908;O;0
2024-07-18 03:30:00;2024;7;18;3;30;0;2024.545605;497.79703;60;5.242462;O;0
2024-07-18 04:30:00;2024;7;18;4;30;0;2024.545719;497.21732;60;7.422625;O;0
2024-07-18 05:30:00;2024;7;18;5;30;0;2024.545833;485.99326;60;4.8611445;O;0
2024-07-18 06:30:00;2024;7;18;6;30;0;2024.545947;448.32172;60;11.731334;O;0
2024-07-18 07:30:00;2024;7;18;7;30;0;2024.546062;426.9906;60;3.1419973;O;0
2024-07-18 08:30:00;2024;7;18;8;30;0;2024.546176;424.66785;60;1.1113867;O;0
2024-07-18 09:30:00;2024;7;18;9;30;0;2024.54629;425.61407;60;1.9840004;O;0
2024-07-18 10:30:00;2024;7;18;10;30;0;2024.546404;419.8701;60;1.6967136;O;0
2024-07-18 11:30:00;2024;7;18;11;30;0;2024.546518;417.0506;60;1.3433808;O;0
2024-07-18 12:30:00;2024;7;18;12;30;0;2024.546632;415.44528;60;0.76671267;O;0
2024-07-18 13:30:00;2024;7;18;13;30;0;2024.546747;420.51352;60;1.7884256;O;0
2024-07-18 14:30:00;2024;7;18;14;30;0;2024.546861;422.59055;60;0.9523814;O;0
2024-07-18 15:30:00;2024;7;18;15;30;0;2024.546975;419.20322;58;2.0337641;O;0
2024-07-18 16:30:00;2024;7;18;16;30;0;2024.547089;415.62088;60;1.5201883;O;0
2024-07-18 17:30:00;2024;7;18;17;30;0;2024.547203;411.93652;60;0.8336532;O;0
2024-07-18 18:30:00;2024;7;18;18;30;0;2024.547317;414.5219;60;1.6624793;O;0
2024-07-18 19:30:00;2024;7;18;19;30;0;2024.547432;419.88412;60;2.1128771;O;0
2024-07-18 20:30:00;2024;7;18;20;30;0;2024.547546;425.41113;60;4.493241;O;0
2024-07-18 21:30:00;2024;7;18;21;30;0;2024.54766;428.43808;60;2.811842;O;0
2024-07-18 22:30:00;2024;7;18;22;30;0;2024.547774;440.4002;60;5.9318767;O;0
2024-07-18 23:30:00;2024;7;18;23;30;0;2024.547888;453.48505;60;4.3373337;O;0
2024-07-19 00:30:00;2024;7;19;0;30;0;2024.548002;460.01627;54;4.63166;O;0
2024-07-19 01:30:00;2024;7;19;1;30;0;2024.548116;463.2488;60;9.675378;O;0
2024-07-19 02:30:00;2024;7;19;2;30;0;2024.548231;461.1379;60;10.321558;O;0
2024-07-19 03:30:00;2024;7;19;3;30;0;2024.548345;481.4479;26;7.9028087;K;389
2024-07-19 04:30:00;2024;7;19;4;30;0;2024.548459;508.53958;60;18.190632;O;0
2024-07-19 05:30:00;2024;7;19;5;30;0;2024.548573;501.19186;60;9.182743;O;0
2024-07-19 06:30:00;2024;7;19;6;30;0;2024.548687;486.91302;59;7.2037277;O;0
2024-07-19 07:30:00;2024;7;19;7;30;0;2024.548801;482.18204;60;6.4582014;O;0
2024-07-19 08:30:00;2024;7;19;8;30;0;2024.548916;476.73447;60;9.772399;O;0
2024-07-19 09:30:00;2024;7;19;9;30;0;2024.54903;457.1685;60;13.9355755;O;0
2024-07-19 10:30:00;2024;7;19;10;30;0;2024.549144;433.5054;58;4.079688;O;0
2024-07-19 11:30:00;2024;7;19;11;30;0;2024.549258;429.32788;59;4.2291427;O;0
2024-07-19 12:30:00;2024;7;19;12;30;0;2024.549372;424.38498;53;2.2405586;O;0
2024-07-19 13:30:00;2024;7;19;13;30;0;2024.549486;425.08838;56;5.277153;O;0
2024-07-19 14:30:00;2024;7;19;14;30;0;2024.5496;420.20908;47;3.2205796;O;0
2024-07-19 15:30:00;2024;7;19;15;30;0;2024.549715;417.99573;54;1.4604038;O;0
2024-07-19 16:30:00;2024;7;19;16;30;0;2024.549829;418.4478;52;2.0548098;O;0
2024-07-19 17:30:00;2024;7;19;17;30;0;2024.549943;419.29434;57;1.4217312;O;0
